"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,33725,2019000261169,10990.8,2019000337251,12904,1,1,10836.0,0,0,2,39,4,1,100,0,0,11,116,1,10,165000,2,20
2019,201901,34035,2019000276283,12538.8,2019000340351,40004,1,1,12538.8,0,0,1,56,6,1,100,0,0,11,114,1,10,80000,1,11
2019,201901,34345,2019000291121,9288.0,2019000343451,12504,1,1,9288.0,0,0,1,49,6,1,100,0,0,11,116,1,10,168000,1,11
2019,201901,34654,2019000306550,7894.8,2019000346541,10404,1,1,7894.8,0,0,2,61,5,1,100,0,0,6,65,1,10,26000,1,11
2019,201901,34964,2019000322109,7894.8,2019000349641,20604,1,3,11145.6,0,0,2,56,6,1,100,0,0,11,114,1,10,12000,1,11
2019,201901,35738,2019000359983,22446.0,2019000357381,20304,1,1,22291.2,0,0,2,65,6,1,100,0,0,6,65,1,10,22000,1,11
2019,201901,36047,2019000375199,15634.8,2019000360471,20904,1,1,15480.0,1,0,2,45,4,1,100,1,100,8,81,1,10,40000,1,11
2019,201901,36512,2019000398078,15634.8,2019000365121,11804,1,1,15634.8,0,0,2,25,6,1,100,0,0,6,64,1,10,34000,1,11
2019,201901,36821,2019000414575,61146.0,2019000368211,12004,1,2,73839.6,1,0,1,52,1,7,700,1,100,6,63,1,10,55000,1,11
2019,201901,36976,2019000423333,15480.0,2019000369761,10804,1,1,15634.8,0,0,2,54,4,6,666,0,0,6,63,1,10,23600,1,11
2019,201901,37131,2019000430850,18885.6,2019000371311,11504,1,1,18885.6,0,0,2,32,4,1,100,0,0,11,114,1,10,55000,1,11
2019,201901,37750,2019000460883,2786.4,2019000377501,11804,1,1,2786.4,0,0,1,45,4,1,100,0,0,11,114,1,10,36000,2,20
2019,201901,38060,2019000477303,19040.4,2019000380601,13204,1,1,19040.4,3,0,2,40,1,1,100,0,0,6,65,1,10,30000,1,11
2019,201901,38060,2019000477303,19040.4,2019000380601,13204,1,2,19504.8,3,0,1,41,1,1,100,0,0,10,101,1,10,80000,2,20
2019,201901,38369,2019000492271,9597.6,2019000383691,11704,1,1,9597.6,1,0,2,48,4,1,100,0,0,10,101,1,10,97000,1,11
2019,201901,38524,2019000499107,4798.8,2019000385241,11104,1,1,4798.8,0,0,1,37,6,3,362,0,0,6,63,1,10,29700,1,11
2019,201901,38679,2019000507821,4953.6,2019000386791,10504,1,1,4953.6,2,1,1,37,1,1,100,0,0,7,71,1,10,85000,1,11
2019,201901,38989,2019000522816,8204.4,2019000389891,11204,1,1,8204.4,2,0,1,52,1,6,610,0,0,8,81,1,10,75000,1,11
2019,201901,38989,2019000522816,8204.4,2019000389891,11204,1,3,11300.4,0,0,2,23,6,6,678,0,0,10,101,1,10,500,1,11
2019,201901,39143,2019000530032,24922.8,2019000391431,13204,1,1,25077.6,4,2,2,31,6,1,100,1,100,7,71,1,10,0,1,11
2019,201901,39298,2019000537093,50155.2,2019000392981,40004,1,1,50000.4,0,0,1,38,6,3,315,0,0,7,71,1,10,25000,1,11
2019,201901,39453,2019000546170,8514.0,2019000394531,50004,1,1,8359.2,2,0,1,49,1,1,100,0,0,6,65,1,10,33000,1,11
2019,201901,39453,2019000546170,8514.0,2019000394531,50004,1,2,7120.8,2,0,2,46,1,1,100,0,0,6,65,1,10,19900,1,11
2019,201901,39608,2019000554159,14241.6,2019000396081,13104,1,2,11300.4,0,0,2,31,6,1,100,1,100,11,114,1,10,60000,1,11
2019,201901,39608,2019000554159,14241.6,2019000396081,13104,1,3,17182.8,0,0,1,29,6,1,100,1,100,6,63,1,10,50000,1,11
2019,201901,39763,2019000562202,46130.4,2019000397631,20504,1,1,46130.4,1,1,1,36,1,1,100,0,0,6,65,1,10,38000,1,11
2019,201901,39763,2019000562202,46130.4,2019000397631,20504,1,2,51084.0,1,1,2,33,1,1,100,0,0,7,71,1,10,0,1,11
2019,201901,40227,2019000586074,13158.0,2019000402271,80304,1,1,13312.8,1,1,2,27,1,1,100,0,0,8,81,1,10,31200,1,11
2019,201901,40227,2019000586074,13158.0,2019000402271,80304,1,2,14551.2,1,1,1,42,1,1,100,0,0,6,63,1,10,16800,1,13
2019,201901,40382,2019000594253,11300.4,2019000403821,12704,1,1,11145.6,0,0,2,47,4,1,100,1,100,10,101,1,10,56000,1,11
2019,201901,40537,2019000602305,24148.8,2019000405371,10804,1,2,34210.8,4,0,1,37,6,1,100,1,100,7,71,1,10,8000,2,20
2019,201901,40537,2019000602305,24148.8,2019000405371,10804,1,3,28173.6,0,0,1,19,6,1,100,1,100,7,71,1,10,21600,1,11
2019,201901,40691,2019000610111,14086.8,2019000406911,20304,1,1,14086.8,0,0,2,57,4,1,100,0,0,7,71,1,10,30000,1,11
2019,201901,40846,2019000616875,14396.4,2019000408461,11104,1,1,14396.4,0,0,2,59,4,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,41001,2019000624872,8668.8,2019000410011,11704,1,1,8668.8,0,0,1,57,6,1,100,0,0,10,101,1,10,0,1,11
2019,201901,41156,2019000632630,17647.2,2019000411561,20804,1,3,27554.4,1,0,2,33,2,1,100,1,100,2,25,1,10,14000,1,11
2019,201901,41156,2019000632630,17647.2,2019000411561,20804,1,4,30495.6,3,0,1,30,6,1,100,1,100,7,71,1,10,21100,1,11
2019,201901,41311,2019000641035,14241.6,2019000413111,10404,1,1,14086.8,0,0,2,65,4,1,100,0,0,6,63,1,10,15000,1,11
2019,201901,41620,2019000657096,35758.8,2019000416201,11904,1,1,35913.6,3,0,1,39,1,7,700,1,100,2,23,1,10,60000,1,11
2019,201901,42239,2019000689578,7275.6,2019000422391,12604,1,3,10216.8,1,0,2,54,4,1,100,0,0,8,81,1,10,43000,1,11
2019,201901,42239,2019000689578,7275.6,2019000422391,12604,1,4,8514.0,0,0,1,19,6,1,100,0,0,6,63,1,10,3600,1,11
2019,201901,43013,2019000728238,17647.2,2019000430131,50004,1,1,17647.2,0,0,2,52,1,1,100,0,0,6,65,1,10,120000,1,11
2019,201901,43013,2019000728238,17647.2,2019000430131,50004,1,2,14860.8,0,0,2,44,1,1,100,0,0,8,81,1,10,25000,1,11
2019,201901,43478,2019000753618,17647.2,2019000434781,12904,1,1,17647.2,0,0,1,55,1,6,640,0,0,10,101,1,10,123000,1,11
